,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
162,"Bebi Liguei - Ao Vivo","Marília Mendonça",586607,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
163,"50 Tons","MC Du Black",585925,https://open.spotify.com/track/330oIFOtslgdc4TBVApQuY
164,"Piece Of Your Heart - Alok Remix",MEDUZA,577302,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
165,"I Don't Care (with Justin Bieber)","Ed Sheeran",575406,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
166,"Tempo Perdido","Legião Urbana",571920,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB
167,"Amor Atual - Ao Vivo","Henrique & Juliano",568379,https://open.spotify.com/track/3T1POGWalxKOyn204Q3ngk
168,Smile,"Katy Perry",565946,https://open.spotify.com/track/3DXdjHnePKnh6oXw2ZgGSl
169,"Pra Você Guardei O Amor","Nando Reis",564763,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv
170,"Teu Segredo - Ao Vivo","Vou pro Sereno",564491,https://open.spotify.com/track/15DHt4fP4FARWLvWkIxdAx
171,"Say So","Doja Cat",563909,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
172,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",563750,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
173,Falling,"Trevor Daniel",559732,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
174,"Vai ficar querendo","Mad Dogz",557170,https://open.spotify.com/track/6Cg3pkRtLI8ABfM936HtgB
175,"POC POC","Recayd Mob",555889,https://open.spotify.com/track/1IIoQ4SDLTA1I0KU5mHlgl
176,"Não Me Sinto Mal Mais",Sidoka,552763,https://open.spotify.com/track/563yuGweEqRVQtjfsDVRyK
177,"Vai Lá","Wesley Safadão",551374,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263
178,"Poesia Acústica #3: Capricorniana","Pineapple StormTv",551026,https://open.spotify.com/track/1YUWhlQjFv7MQpcbb77zTL
179,Gelo,Melim,550113,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3
180,"Dona de mim",IZA,549636,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN
181,"Decisão Errada - Ao Vivo","Diego & Arnaldo",547897,https://open.spotify.com/track/1IGARc5YhGUSomhIk9DRDI
182,"Surtada - Remix Brega Funk","Dadá Boladão",547810,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
183,"Fatalmente / Separação / Temporal (Ao Vivo)","Grupo Menos É Mais",544803,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO
184,"Um Pedido","Hungria Hip Hop",543727,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1
185,Shallow,"Lady Gaga",543235,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
186,Supalonely,BENEE,541765,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
187,"Péssimo Negócio (Ao Vivo)",Dilsinho,541426,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
188,"THE SCOTTS","THE SCOTTS",539204,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
189,"Vai Luan, Rainha dos Faixa Preta","Mc Brunyn",538525,https://open.spotify.com/track/2epD7jzjNfrQYxdSaODCvF
190,"Onze e Pouquinho",Dilsinho,537975,https://open.spotify.com/track/65i9Mc7h1CG7ssI1OhMPcT
191,"Cidade Inteira","Eric Land",533192,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
192,"Isso Que é Vida","Dennis DJ",530776,https://open.spotify.com/track/1dKYlw6v9wofuqb7EXSvPn
193,"Sour Candy (with BLACKPINK)","Lady Gaga",530720,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
194,Paredão,"MC Kevinho",525944,https://open.spotify.com/track/5FFpRbsH9WDYNoLauRAHpj
195,"Perrengue - Ao Vivo","Gusttavo Lima",520662,https://open.spotify.com/track/6mdU8glNHYdBBj5DuKSL1B
196,"Eu Feat. Você",Melim,518947,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui
197,"Shape of You","Ed Sheeran",517075,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
198,"Ride It",Regard,517073,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
199,"Sem Amor - Ao Vivo","Henrique & Juliano",516354,https://open.spotify.com/track/2cLD0twSUTL9GgwOJkvdiw
200,"Não Gosto Eu Amo - Ao Vivo","Henrique & Juliano",515828,https://open.spotify.com/track/6mnySl4xEnPy0ZBBWSAHc9
