,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
125,BENDICIONES,"Bad Bunny",11022,https://open.spotify.com/track/2CoMYp2uIKsT09nreEZnZn
126,"SICKO MODE","Travis Scott",10993,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
127,"The Box","Roddy Ricch",10979,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
128,Loco,Beéle,10925,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
129,Confía,Sech,10876,https://open.spotify.com/track/5kbps8unnGH4raN5WduZuq
130,Falling,"Trevor Daniel",10869,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
131,"Verte Ir","DJ Luian",10850,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
132,Señorita,"Shawn Mendes",10704,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
133,"UN PESO","J Balvin",10619,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa
134,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",10565,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
135,Memories,"Maroon 5",10551,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
136,"Que Mas Pues - Remix","Justin Quiles",10549,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
137,"Otro Trago",Sech,10512,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
138,"La player (Bandolera)","Zion & Lennox",10496,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
139,goosebumps,"Travis Scott",10467,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
140,"Como Llora",Juanfran,10462,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui
141,"Otra Noche en Miami","Bad Bunny",10436,https://open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra
142,Cuaderno,Dalex,10408,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
143,"Fantasias - Remix","Rauw Alejandro",10374,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
144,"La Bebe - Remix","Anuel AA",10342,https://open.spotify.com/track/3DyiAk1BzIF8rq9rimypG4
145,"Toda Remix - Remix","Alex Rose",10335,https://open.spotify.com/track/47ZS1OjnJpJVfGN9yHXfMn
146,"La Playa - Remix","Myke Towers",10313,https://open.spotify.com/track/70zg99pT51vB4wlMS7e4q7
147,"Lamento Boliviano","Los Enanitos Verdes",10283,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
148,TBT,"Sebastian Yatra",10208,https://open.spotify.com/track/4s45VgkknMFkdiGoUcjxQU
149,"La Mejor Versión de Mi - Remix","Natti Natasha",10046,https://open.spotify.com/track/2dy3TKVDEbIeWxeIb8JWqZ
150,"Me Rehúso","Danny Ocean",10018,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
151,Aventura,Lunay,9883,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
152,"El Mismo Aire",Camilo,9806,https://open.spotify.com/track/3a29UVSEIj6x3YcfKs2rdi
153,"In Your Eyes","The Weeknd",9768,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
154,"Que Tire Pa Lante","Daddy Yankee",9642,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
155,Supalonely,BENEE,9598,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
156,"Qué Maldición","Banda MS de Sergio Lizárraga",9557,https://open.spotify.com/track/2RxC2peY3FtrurYmbbmanr
157,"La Playa","Myke Towers",9512,https://open.spotify.com/track/6768f4xbHQBpJo5lvFVNvs
158,Locura,"Cali Y El Dandee",9508,https://open.spotify.com/track/5379uuUPHodsdVhy8pIAAr
159,"Me Dediqué a Perderte","Alejandro Fernández",9410,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
160,Believer,"Imagine Dragons",9398,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
161,"Stuck with U (with Justin Bieber)","Ariana Grande",9177,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
162,"Aquí Abajo","Christian Nodal",9164,https://open.spotify.com/track/4FmVjrmM6DsBQMsGdc9PDa
163,"Los Besos",Greeicy,9127,https://open.spotify.com/track/6QSu3mgC8kUYtEDoBBQcJG
164,"Fútbol & Rumba (feat. Enrique Iglesias)","Anuel AA",9105,https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM
165,25/8,"Bad Bunny",9001,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb
166,Skechers,DripReport,8985,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
167,AYAYAY!,"Christian Nodal",8926,https://open.spotify.com/track/7iQc2DabEtzp60faOO9EmN
168,"MIA (feat. Drake)","Bad Bunny",8904,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
169,Tú,"Carin Leon",8872,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
170,"Que Mal Te Fue","Natti Natasha",8824,https://open.spotify.com/track/2btKz4s1XrMn5VHe7xZJpi
171,"Every Breath You Take","The Police",8733,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
172,"Fuentes de Ortiz","Ed Maverick",8578,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
173,"Intentions (feat. Quavo)","Justin Bieber",8553,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
174,"La Incondicional","Luis Miguel",8448,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
175,"Blueberry Faygo","Lil Mosey",8350,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
176,"HIGHEST IN THE ROOM","Travis Scott",8344,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
177,"Solo de Mi","Bad Bunny",8323,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
178,"Está Cabrón Ser Yo","Bad Bunny",8270,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG
179,"Play Date","Melanie Martinez",8260,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
180,"Adiós Amor","Christian Nodal",8259,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
181,"THE SCOTTS","THE SCOTTS",8255,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
182,"Ella Quiere Beber - Remix","Anuel AA",8247,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
183,Dile,"Don Omar",8217,https://open.spotify.com/track/69Ej1xrGjOcHvIMtMKxK0G
184,"Mírame - Remix","Nio Garcia",8212,https://open.spotify.com/track/53uKGbcMjEc2gIWbfmvpdS
185,"Con Altura",ROSALÍA,8211,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
